id,sup_id,lat,lon,height_m,offset_m,split,class_id,class_name,xc,yc,w,h,r_iso_m,shadow_m,box_w_m,box_h_m,group,image,source
163,2174602,50.003024,2.266906,24.039999999999992,0.2921154973550768,train,0.0,site_radio,0.491567,0.476829,0.105735,0.13521,9.1,10.1,21.65,27.69,136.0,ANFR_2174602.jpg,annotation_faible
164,2179604,49.961205,2.253407,22.250000000000007,17.99317300479629,train,0.0,site_radio,0.492195,0.478555,0.273845,0.301125,26.44,9.35,56.08,61.67,137.0,ANFR_2179604.jpg,annotation_faible
165,2191856,49.97063,2.624865,28.11,1.2896794865337575,train,0.0,site_radio,0.490139,0.472907,0.126282,0.160746,10.91,11.81,25.86,32.92,138.0,ANFR_2191856.jpg,annotation_faible
166,2193042,49.874571,2.772048,17.620000000000005,18.392227062511395,train,0.0,site_radio,0.493819,0.483017,0.265451,0.287054,25.92,7.4,54.36,58.79,139.0,ANFR_2193042.jpg,annotation_faible
167,2198833,49.875285,2.242461,3.3200000000000003,13.830454500863048,train,0.0,site_radio,0.498835,0.4968,0.194346,0.198416,19.66,1.39,39.8,40.64,140.0,ANFR_2198833.jpg,annotation_faible
168,2199085,49.818292,1.773116,16.100000000000023,6.31558662840119,train,0.0,site_radio,0.494352,0.484482,0.143479,0.163219,13.54,6.76,29.38,33.43,141.0,ANFR_2199085.jpg,annotation_faible
169,2201940,49.987075,2.129798,10.549999999999995,15.555925768903668,train,0.0,site_radio,0.496299,0.489832,0.223329,0.236264,22.11,4.43,45.74,48.39,200.0,ANFR_2201940.jpg,annotation_faible
170,2204125,49.907397,2.287439,5.760000000000005,3.059315743949308,train,0.0,site_radio,0.497979,0.494448,0.093253,0.100315,9.14,2.42,19.1,20.54,143.0,ANFR_2204125.jpg,annotation_faible
171,2206256,49.855556,2.100069,28.02000000000001,4.962006590871268,train,0.0,site_radio,0.49017,0.472993,0.161905,0.19626,14.57,11.77,33.16,40.19,144.0,ANFR_2206256.jpg,annotation_faible
172,2206260,50.037849,1.530598,30.070000000000007,8.485895268892467,train,0.0,site_radio,0.489451,0.471017,0.201761,0.238628,18.5,12.63,41.32,48.87,145.0,ANFR_2206260.jpg,annotation_faible
173,2222382,49.835225,2.238827,10.460000000000008,0.6919414682321021,train,0.0,site_radio,0.496331,0.489918,0.078022,0.090847,7.24,4.39,15.98,18.61,146.0,ANFR_2222382.jpg,annotation_faible
174,2223180,50.049321,2.044001,41.93000000000001,1.233574137263372,train,0.0,site_radio,0.485291,0.459586,0.162422,0.213831,13.62,17.62,33.26,43.79,147.0,ANFR_2223180.jpg,annotation_faible
175,2228245,49.76678,2.794602,15.879999999999995,20.292455296362565,train,0.0,site_radio,0.494429,0.484694,0.279388,0.298858,27.47,6.67,57.22,61.21,148.0,ANFR_2228245.jpg,annotation_faible
176,2248405,49.860205,2.983328,36.040000000000006,0.6261484394607637,val,0.0,site_radio,0.487357,0.465263,0.140854,0.185041,11.83,15.14,28.85,37.9,149.0,ANFR_2248405.jpg,annotation_faible
177,2250761,49.953772,2.626683,10.490000000000007,0.8547328934511971,train,0.0,site_radio,0.49632,0.489889,0.079662,0.092523,7.4,4.41,16.31,18.95,150.0,ANFR_2250761.jpg,annotation_faible
178,2254427,50.015921,2.153476,29.180000000000007,0.4257474697950518,train,0.0,site_radio,0.489763,0.471875,0.120686,0.156462,10.26,12.26,24.72,32.04,151.0,ANFR_2254427.jpg,annotation_faible
179,2254864,49.931567,2.690187,6.530000000000001,1.8862451391505703,train,0.0,site_radio,0.497709,0.493706,0.08309,0.091096,8.04,2.74,17.02,18.66,152.0,ANFR_2254864.jpg,annotation_faible
181,2263019,50.085887,2.245228,37.24000000000001,1.8487545190114945,train,0.0,site_radio,0.486936,0.464107,0.155979,0.201638,13.3,15.65,31.94,41.3,153.0,ANFR_2263019.jpg,annotation_faible
182,2271646,50.058667,2.216282,13.420000000000002,0.3599836045550422,train,0.0,site_radio,0.495292,0.487065,0.079748,0.096201,7.2,5.64,16.33,19.7,154.0,ANFR_2271646.jpg,annotation_faible
183,2286886,50.198862,1.785594,35.81999999999999,0.5427439508222668,train,0.0,site_radio,0.487434,0.465475,0.139456,0.183373,11.71,15.05,28.56,37.55,155.0,ANFR_2286886.jpg,annotation_faible
184,2293272,49.978341,2.362539,36.19999999999999,2.9078576132409983,train,0.0,site_radio,0.487301,0.465109,0.163561,0.207945,14.15,15.21,33.5,42.59,156.0,ANFR_2293272.jpg,annotation_faible
185,2300806,49.949424,2.76164,41.86,2.960419299038669,train,0.0,site_radio,0.485315,0.459654,0.1791,0.230423,15.33,17.59,36.68,47.19,157.0,ANFR_2300806.jpg,annotation_faible
186,2304822,50.115808,1.476539,18.03,11.146457317875536,train,0.0,site_radio,0.493675,0.482622,0.19578,0.217885,18.75,7.57,40.1,44.62,158.0,ANFR_2304822.jpg,annotation_faible
187,2305996,49.740506,2.977996,13.25,0.7576272202497538,train,0.0,site_radio,0.495352,0.487229,0.083346,0.099591,7.58,5.57,17.07,20.4,159.0,ANFR_2305996.jpg,annotation_faible
188,2306566,49.748642,2.444071,12.310000000000002,0.6778289236308285,train,0.0,site_radio,0.495682,0.488135,0.080989,0.096082,7.41,5.17,16.59,19.68,160.0,ANFR_2306566.jpg,annotation_faible
189,2309494,49.890831,2.303166,14.979999999999997,12.071907793984003,train,0.0,site_radio,0.494745,0.485562,0.19674,0.215106,19.07,6.29,40.29,44.05,318.0,ANFR_2309494.jpg,annotation_faible
191,2315068,50.044748,2.130502,2.3200000000000003,28.08457976959998,train,0.0,site_radio,0.499186,0.497764,0.331868,0.334712,33.82,0.97,67.97,68.55,162.0,ANFR_2315068.jpg,annotation_faible
192,2325162,49.853756,2.70876,26.05,1.3192960295258809,train,0.0,site_radio,0.490861,0.474892,0.121102,0.153041,10.53,10.94,24.8,31.34,163.0,ANFR_2325162.jpg,annotation_faible
193,2325819,50.078513,1.455438,28.94,13.752134596474722,train,0.0,site_radio,0.489848,0.472107,0.250189,0.285671,23.54,12.16,51.24,58.51,164.0,ANFR_2325819.jpg,annotation_faible
194,2341973,49.997311,2.531583,29.89,17.124805278275602,val,0.0,site_radio,0.489514,0.471191,0.285647,0.322294,27.1,12.56,58.5,66.01,165.0,ANFR_2341973.jpg,annotation_faible
195,2349451,49.814813,2.944244,2.0600000000000023,34.70383626719192,train,0.0,site_radio,0.499277,0.498014,0.396073,0.398598,40.41,0.87,81.12,81.63,166.0,ANFR_2349451.jpg,annotation_faible
196,2352229,50.31728,1.702561,14.570000000000004,0.527980760154455,train,0.0,site_radio,0.494889,0.485957,0.083318,0.101182,7.48,6.12,17.06,20.72,167.0,ANFR_2352229.jpg,annotation_faible
197,2368656,49.871554,2.518454,25.03,39.93736342335636,train,0.0,site_radio,0.491219,0.475875,0.495524,0.526212,48.94,10.52,101.48,107.77,168.0,ANFR_2368656.jpg,annotation_faible
199,2376660,49.876377,2.312631,28.16,9.51733464605426,train,0.0,site_radio,0.490121,0.472858,0.206763,0.241289,19.15,11.83,42.35,49.42,50.0,ANFR_2376660.jpg,annotation_faible
200,2384741,49.795508,2.558203,29.989999999999995,11.870037072514087,train,0.0,site_radio,0.489479,0.471095,0.234597,0.271366,21.87,12.6,48.05,55.58,170.0,ANFR_2384741.jpg,annotation_faible
202,2405098,49.73312,2.908177,15.059999999999988,0.5553927458139817,train,0.0,site_radio,0.494717,0.485485,0.084467,0.102931,7.57,6.33,17.3,21.08,171.0,ANFR_2405098.jpg,annotation_faible
203,2412491,49.805607,2.136588,8.739999999999995,28.93191364664664,val,0.0,site_radio,0.496934,0.491576,0.350916,0.361632,35.31,3.67,71.87,74.06,172.0,ANFR_2412491.jpg,annotation_faible
204,2426790,49.80875,2.114531,29.3,20.717820291271074,train,0.0,site_radio,0.489721,0.47176,0.319169,0.355092,30.58,12.31,65.37,72.72,173.0,ANFR_2426790.jpg,annotation_faible
205,2427398,50.039638,2.732443,29.94,10.231814060911333,train,0.0,site_radio,0.489497,0.471143,0.218466,0.255174,20.22,12.58,44.74,52.26,174.0,ANFR_2427398.jpg,annotation_faible
206,2429917,49.782783,2.259364,3.500000000000014,25.5868662416772,train,0.0,site_radio,0.498772,0.496627,0.309456,0.313748,31.44,1.47,63.38,64.26,175.0,ANFR_2429917.jpg,annotation_faible
207,2437938,49.788883,2.751897,35.0,3.5163014523326543,train,0.0,site_radio,0.487722,0.466266,0.166317,0.209229,14.52,14.7,34.06,42.85,176.0,ANFR_2437938.jpg,annotation_faible
208,2445447,49.967537,2.567502,11.849999999999994,1.3672938432699089,train,0.0,site_radio,0.495843,0.488579,0.08695,0.101479,8.05,4.98,17.81,20.78,63.0,ANFR_2445447.jpg,annotation_faible
209,2449128,49.816814,2.531186,30.19000000000001,21.925552138645266,train,0.0,site_radio,0.489409,0.470902,0.333326,0.370341,31.96,12.68,68.27,75.85,178.0,ANFR_2449128.jpg,annotation_faible
210,2449152,49.752515,2.657495,30.02000000000001,1.7513130158548753,val,0.0,site_radio,0.489469,0.471066,0.135861,0.172667,11.76,12.61,27.82,35.36,179.0,ANFR_2449152.jpg,annotation_faible
211,2458847,49.811156,2.223871,29.91,0.088724523452452,train,0.0,site_radio,0.489507,0.471172,0.119332,0.156004,10.07,12.57,24.44,31.95,180.0,ANFR_2458847.jpg,annotation_faible
212,2463136,49.920088,2.201996,36.08,0.9400805545854212,val,0.0,site_radio,0.487343,0.465225,0.144026,0.188262,12.16,15.16,29.5,38.56,181.0,ANFR_2463136.jpg,annotation_faible
213,2463183,50.102467,2.265122,36.05000000000001,1.4606648481357345,train,0.0,site_radio,0.487353,0.465254,0.14903,0.19323,12.67,15.15,30.52,39.57,182.0,ANFR_2463183.jpg,annotation_faible
214,2471001,49.940935,2.352756,36.07000000000001,1.411956363480473,train,0.0,site_radio,0.487346,0.465234,0.148608,0.192832,12.63,15.15,30.43,39.49,183.0,ANFR_2471001.jpg,annotation_faible
216,2482540,49.768271,2.260543,17.01000000000002,0.453308441454207,train,0.0,site_radio,0.494033,0.483605,0.088646,0.109502,7.86,7.15,18.15,22.43,184.0,ANFR_2482540.jpg,annotation_faible
217,2484088,50.000766,2.637626,3.450000000000003,29.931778340866803,train,0.0,site_radio,0.49879,0.496675,0.351803,0.356033,35.78,1.45,72.05,72.92,185.0,ANFR_2484088.jpg,annotation_faible
218,2484400,49.981259,2.057561,24.3,0.7014606299509942,train,0.0,site_radio,0.491475,0.476579,0.110423,0.140216,9.56,10.21,22.61,28.72,186.0,ANFR_2484400.jpg,annotation_faible
219,2484498,49.903246,2.790344,2.0799999999999983,24.809342857685547,train,0.0,site_radio,0.49927,0.497995,0.29948,0.30203,30.52,0.87,61.33,61.86,187.0,ANFR_2484498.jpg,annotation_faible
220,2488373,50.027825,1.927893,31.03,1.9631097378215776,train,0.0,site_radio,0.489114,0.470092,0.14061,0.178655,12.17,13.04,28.8,36.59,188.0,ANFR_2488373.jpg,annotation_faible
221,2492434,49.932611,2.546485,2.6500000000000057,14.122122196801396,train,0.0,site_radio,0.49907,0.497446,0.196069,0.199319,19.89,1.11,40.16,40.82,189.0,ANFR_2492434.jpg,annotation_faible
222,2495876,49.738864,2.343244,2.280000000000001,35.70944278880822,train,0.0,site_radio,0.4992,0.497802,0.406262,0.409058,41.44,0.96,83.2,83.78,190.0,ANFR_2495876.jpg,annotation_faible
223,2495900,49.747177,2.55813,5.75,7.661825551202868,val,0.0,site_radio,0.497983,0.494458,0.138183,0.145233,13.74,2.42,28.3,29.74,191.0,ANFR_2495900.jpg,annotation_faible
224,2501056,49.793821,2.562414,4.739999999999995,15.769883323163278,train,0.0,site_radio,0.498337,0.495431,0.215668,0.22148,21.74,1.99,44.17,45.36,192.0,ANFR_2501056.jpg,annotation_faible
225,2501173,50.020015,3.081158,36.33000000000001,16.67898998549101,train,0.0,site_radio,0.487255,0.464984,0.29839,0.342933,27.94,15.26,61.11,70.23,193.0,ANFR_2501173.jpg,annotation_faible
227,2504337,49.745354,2.512575,12.580000000000004,0.9935609947631392,train,0.0,site_radio,0.495587,0.487875,0.084525,0.099949,7.75,5.29,17.31,20.47,194.0,ANFR_2504337.jpg,annotation_faible
228,2505891,50.031578,1.852259,30.110000000000003,1.4653788529916325,train,0.0,site_radio,0.489437,0.470979,0.133307,0.170224,11.49,12.65,27.3,34.86,195.0,ANFR_2505891.jpg,annotation_faible
229,2505893,50.045798,1.810941,2.010000000000005,29.08308839488637,val,0.0,site_radio,0.499295,0.498063,0.341099,0.343563,34.78,0.84,69.86,70.36,196.0,ANFR_2505893.jpg,annotation_faible
230,2508150,49.854093,2.57875,2.0,37.62943353318233,val,0.0,site_radio,0.499298,0.498072,0.424542,0.426994,43.33,0.84,86.95,87.45,197.0,ANFR_2508150.jpg,annotation_faible
231,2516566,49.818542,2.022958,35.96000000000001,0.2941287625511327,train,0.0,site_radio,0.487385,0.46534,0.137399,0.181488,11.49,15.11,28.14,37.17,198.0,ANFR_2516566.jpg,annotation_faible
234,2518808,49.761286,2.816003,36.120000000000005,0.4107980387312417,train,0.0,site_radio,0.487329,0.465186,0.138963,0.183249,11.63,15.17,28.46,37.53,199.0,ANFR_2518808.jpg,annotation_faible
235,2520555,49.985495,2.128979,36.02,0.8140275037555121,train,0.0,site_radio,0.487364,0.465283,0.142636,0.186798,12.02,15.13,29.21,38.26,200.0,ANFR_2520555.jpg,annotation_faible
236,2525490,49.913668,1.7408,30.02000000000001,0.5106866106150905,train,0.0,site_radio,0.489469,0.471066,0.123745,0.160551,10.51,12.61,25.34,32.88,201.0,ANFR_2525490.jpg,annotation_faible
237,2528676,50.344028,1.551625,24.99,1.2495473914555018,train,0.0,site_radio,0.491233,0.475914,0.117607,0.148246,10.25,10.5,24.09,30.36,202.0,ANFR_2528676.jpg,annotation_faible
238,2532299,49.948816,1.925492,3.949999999999996,23.23849278899165,train,0.0,site_radio,0.498614,0.496193,0.287278,0.292121,29.13,1.66,58.83,59.83,203.0,ANFR_2532299.jpg,annotation_faible
239,2532301,50.087818,2.740828,24.02000000000001,0.5834101852174132,train,0.0,site_radio,0.491574,0.476849,0.108527,0.137977,9.39,10.09,22.23,28.26,204.0,ANFR_2532301.jpg,annotation_faible
241,2532734,50.102126,1.590409,17.54,23.63060996174604,train,0.0,site_radio,0.493847,0.483094,0.316394,0.337899,31.14,7.37,64.8,69.2,205.0,ANFR_2532734.jpg,annotation_faible
242,2534481,50.206524,2.455897,41.73000000000002,1.8020805206077992,train,0.0,site_radio,0.485361,0.459779,0.167443,0.218607,14.15,17.53,34.29,44.77,206.0,ANFR_2534481.jpg,annotation_faible
243,2535283,49.942392,1.716621,36.00999999999999,0.219500403704148,train,0.0,site_radio,0.487367,0.465292,0.136803,0.180954,11.42,15.13,28.02,37.06,207.0,ANFR_2535283.jpg,annotation_faible
244,2536183,50.264024,1.996157,35.99000000000001,0.9402870653955404,train,0.0,site_radio,0.487374,0.465311,0.143789,0.187915,12.14,15.12,29.45,38.48,208.0,ANFR_2536183.jpg,annotation_faible
247,2555413,49.990234,1.60732,30.00000000000001,8.572226694139056,train,0.0,site_radio,0.489476,0.471085,0.202418,0.2392,18.57,12.6,41.46,48.99,209.0,ANFR_2555413.jpg,annotation_faible
248,2559240,49.784424,1.782459,35.41,0.99733069307938,train,0.0,site_radio,0.487578,0.465871,0.142806,0.186221,12.08,14.88,29.25,38.14,210.0,ANFR_2559240.jpg,annotation_faible
250,2561085,50.100418,2.547871,28.579999999999984,3.470421396474991,train,0.0,site_radio,0.489974,0.472454,0.148826,0.183867,13.19,12.01,30.48,37.66,211.0,ANFR_2561085.jpg,annotation_faible
252,2575238,50.024435,2.332472,41.97000000000001,1.3312718818894125,train,0.0,site_radio,0.485277,0.459548,0.163483,0.21494,13.73,17.63,33.48,44.02,212.0,ANFR_2575238.jpg,annotation_faible
253,2600166,49.77015,2.618613,33.61999999999999,25.96975404685971,train,0.0,site_radio,0.488206,0.467596,0.381926,0.423146,36.69,14.12,78.22,86.66,28.0,ANFR_2600166.jpg,annotation_faible
254,2607896,50.084703,2.65868,24.790000000000006,2.027578311786706,train,0.0,site_radio,0.491303,0.476106,0.124674,0.155068,10.99,10.41,25.53,31.76,214.0,ANFR_2607896.jpg,annotation_faible
255,2609961,49.867398,2.60143,8.709999999999994,13.369468848062352,val,0.0,site_radio,0.496944,0.491605,0.198889,0.209568,19.74,3.66,40.73,42.92,215.0,ANFR_2609961.jpg,annotation_faible
256,2610631,50.122325,1.768355,42.52,0.9994806617355766,train,0.0,site_radio,0.485084,0.459018,0.161703,0.213835,13.5,17.86,33.12,43.79,216.0,ANFR_2610631.jpg,annotation_faible
257,2614708,49.811776,1.854628,36.72999999999999,1.373226553303545,train,0.0,site_radio,0.487115,0.464598,0.149982,0.195015,12.72,15.43,30.72,39.94,39.0,ANFR_2614708.jpg,annotation_faible
258,2620257,49.863663,2.14955,42.06000000000002,1.327972675090185,train,0.0,site_radio,0.485245,0.459461,0.163689,0.215257,13.74,17.67,33.52,44.08,218.0,ANFR_2620257.jpg,annotation_faible
259,2620259,50.062092,1.894716,2.3199999999999967,21.700323881448814,train,0.0,site_radio,0.499186,0.497764,0.269522,0.272366,27.43,0.97,55.2,55.78,219.0,ANFR_2620259.jpg,annotation_faible
260,2621821,49.898065,2.292774,35.53,36.05823355211616,train,0.0,site_radio,0.487536,0.465755,0.485517,0.529079,47.16,14.93,99.43,108.36,220.0,ANFR_2621821.jpg,annotation_faible
261,2623227,49.906569,2.272839,32.77,1.1148725911553674,train,0.0,site_radio,0.488504,0.468415,0.136946,0.177124,11.67,13.77,28.05,36.27,366.0,ANFR_2623227.jpg,annotation_faible
262,2624989,49.941183,2.705062,2.0700000000000074,24.222835343421124,train,0.0,site_radio,0.499274,0.498005,0.293736,0.296274,29.93,0.87,60.16,60.68,222.0,ANFR_2624989.jpg,annotation_faible
263,2632178,50.154834,1.749754,2.760000000000005,29.81975222390641,train,0.0,site_radio,0.499032,0.49734,0.349551,0.352935,35.6,1.16,71.59,72.28,223.0,ANFR_2632178.jpg,annotation_faible
265,2639768,49.760055,2.386545,13.799999999999995,1.0683372053270774,train,0.0,site_radio,0.495159,0.486699,0.087303,0.104222,7.95,5.8,17.88,21.34,224.0,ANFR_2639768.jpg,annotation_faible
267,2640376,50.104519,1.992564,42.11,1.0101797001429305,train,0.0,site_radio,0.485227,0.459413,0.160719,0.212348,13.43,17.69,32.92,43.49,225.0,ANFR_2640376.jpg,annotation_faible
268,2640999,50.188443,1.705049,30.06,1.5546687004173605,val,0.0,site_radio,0.489455,0.471027,0.134046,0.170902,11.57,12.63,27.45,35.0,226.0,ANFR_2640999.jpg,annotation_faible
269,2642150,50.049439,1.870739,4.510000000000002,41.65466902924109,train,0.0,site_radio,0.498418,0.495653,0.468063,0.473593,47.61,1.89,95.86,96.99,227.0,ANFR_2642150.jpg,annotation_faible
270,2642388,50.106958,1.520354,3.530000000000001,38.81628844546473,train,0.0,site_radio,0.498762,0.496598,0.4387,0.443028,44.67,1.48,89.85,90.73,228.0,ANFR_2642388.jpg,annotation_faible
271,2647853,50.318882,1.592984,18.89,5.134829198275345,val,0.0,site_radio,0.493373,0.481793,0.139355,0.162516,12.91,7.94,28.54,33.28,229.0,ANFR_2647853.jpg,annotation_faible
273,265326,49.909666,2.33736,26.32,0.7107747095809723,train,0.0,site_radio,0.490767,0.474632,0.115876,0.148146,9.97,11.06,23.73,30.34,230.0,ANFR_265326.jpg,annotation_faible
277,2670480,49.760893,2.941513,30.18,0.7958220243451049,train,0.0,site_radio,0.489413,0.470911,0.126954,0.163957,10.83,12.68,26.0,33.58,231.0,ANFR_2670480.jpg,annotation_faible
278,2670539,49.957774,2.152577,26.989999999999995,5.5797594197696725,train,0.0,site_radio,0.490532,0.473986,0.165204,0.198295,14.98,11.34,33.83,40.61,232.0,ANFR_2670539.jpg,annotation_faible
279,2672281,49.849688,2.633642,29.989999999999995,4.36219425939721,val,0.0,site_radio,0.489479,0.471095,0.161278,0.198047,14.36,12.6,33.03,40.56,233.0,ANFR_2672281.jpg,annotation_faible
280,2683776,49.747319,2.601378,2.1099999999999994,27.608014635365148,val,0.0,site_radio,0.49926,0.497966,0.326861,0.329448,33.32,0.89,66.94,67.47,234.0,ANFR_2683776.jpg,annotation_faible
282,2689988,50.207345,2.337904,30.57,16.3781474010777,train,0.0,site_radio,0.489276,0.470535,0.280161,0.317641,26.49,12.84,57.38,65.05,235.0,ANFR_2689988.jpg,annotation_faible
286,2702228,50.083504,1.498595,16.03,0.3755036802453352,train,0.0,site_radio,0.494377,0.48455,0.085285,0.104939,7.58,6.73,17.47,21.49,236.0,ANFR_2702228.jpg,annotation_faible
287,2706342,49.736096,2.518088,11.22,15.13713031312629,train,0.0,site_radio,0.496064,0.489186,0.220364,0.23412,21.76,4.71,45.13,47.95,237.0,ANFR_2706342.jpg,annotation_faible
288,2710308,50.195489,1.924536,10.909999999999997,19.514018749620654,train,0.0,site_radio,0.496173,0.489485,0.262586,0.275963,26.11,4.58,53.78,56.52,238.0,ANFR_2710308.jpg,annotation_faible
290,2729051,49.605677,2.575207,2.009999999999991,11.09996646870447,train,0.0,site_radio,0.499295,0.498063,0.165482,0.167947,16.8,0.84,33.89,34.4,239.0,ANFR_2729051.jpg,annotation_faible
291,2734933,50.138366,2.317756,11.230000000000004,11.006147922985528,train,0.0,site_radio,0.49606,0.489176,0.180039,0.193807,17.63,4.72,36.87,39.69,240.0,ANFR_2734933.jpg,annotation_faible
293,2736504,49.955783,2.313539,28.02,0.6750173688134576,train,0.0,site_radio,0.49017,0.472993,0.12004,0.154394,10.28,11.77,24.58,31.62,241.0,ANFR_2736504.jpg,annotation_faible
294,2751073,49.924147,2.552508,5.579999999999998,3.678728547376991,train,0.0,site_radio,0.498042,0.494622,0.099,0.105842,9.74,2.34,20.28,21.68,242.0,ANFR_2751073.jpg,annotation_faible
296,2774597,49.705069,2.660718,8.480000000000004,0.5567398758148722,train,0.0,site_radio,0.497025,0.491827,0.073379,0.083776,6.9,3.56,15.03,17.16,243.0,ANFR_2774597.jpg,annotation_faible
297,2776947,50.070335,1.676687,3.850000000000009,14.100228620206313,val,0.0,site_radio,0.498649,0.496289,0.197869,0.20259,19.99,1.62,40.52,41.49,244.0,ANFR_2776947.jpg,annotation_faible
298,2778277,50.03146,1.67541,2.019999999999996,17.770632305332228,train,0.0,site_radio,0.499291,0.498053,0.230642,0.233119,23.47,0.85,47.24,47.74,245.0,ANFR_2778277.jpg,annotation_faible
299,2806460,50.190629,1.793491,7.439999999999998,24.322110603444084,train,0.0,site_radio,0.49739,0.492829,0.303717,0.312839,30.57,3.13,62.2,64.07,246.0,ANFR_2806460.jpg,annotation_faible
303,2842833,50.045248,1.779474,16.560000000000002,3.9197070885874505,val,0.0,site_radio,0.494191,0.484039,0.121303,0.141607,11.23,6.96,24.84,29.0,247.0,ANFR_2842833.jpg,annotation_faible
304,2844233,50.044724,2.121316,2.8600000000000065,6.675473368636921,train,0.0,site_radio,0.498997,0.497243,0.123701,0.127207,12.46,1.2,25.33,26.05,248.0,ANFR_2844233.jpg,annotation_faible
305,2856538,49.684217,2.832152,30.02000000000001,7.591736374093889,train,0.0,site_radio,0.489469,0.471066,0.192896,0.229702,17.6,12.61,39.51,47.04,249.0,ANFR_2856538.jpg,annotation_faible
306,2860784,49.898325,2.954506,30.76,4.511745574340072,train,0.0,site_radio,0.489209,0.470352,0.164782,0.202496,14.66,12.92,33.75,41.47,250.0,ANFR_2860784.jpg,annotation_faible
307,2869427,49.704457,2.590607,2.009999999999998,33.73546210736725,train,0.0,site_radio,0.499295,0.498063,0.386532,0.388996,39.44,0.84,79.16,79.67,251.0,ANFR_2869427.jpg,annotation_faible
312,2888306,50.123741,1.830798,7.559999999999995,38.88636539498135,train,0.0,site_radio,0.497348,0.492713,0.446148,0.455417,45.14,3.18,91.37,93.27,252.0,ANFR_2888306.jpg,annotation_faible
313,2892851,50.111995,1.838492,2.38,1.7538087636699606,train,0.0,site_radio,0.499165,0.497706,0.074832,0.07775,7.49,1.0,15.33,15.92,253.0,ANFR_2892851.jpg,annotation_faible
314,2893184,49.905584,2.279787,6.289999999999999,31.75583451306087,train,0.0,site_radio,0.497793,0.493937,0.374382,0.382094,37.88,2.64,76.67,78.25,254.0,ANFR_2893184.jpg,annotation_faible
315,2894622,50.11184,1.816603,8.700000000000001,9.46676574474768,train,0.0,site_radio,0.496948,0.491615,0.16076,0.171427,15.84,3.66,32.92,35.11,255.0,ANFR_2894622.jpg,annotation_faible
316,2902873,49.818737,2.867345,36.010000000000005,0.6713083486438902,val,0.0,site_radio,0.487367,0.465292,0.141215,0.185366,11.87,15.13,28.92,37.96,256.0,ANFR_2902873.jpg,annotation_faible
317,2914788,50.121563,1.795494,4.989999999999999,18.90364779376483,train,0.0,site_radio,0.498249,0.49519,0.246691,0.252809,24.9,2.1,50.52,51.78,257.0,ANFR_2914788.jpg,annotation_faible
320,2947205,50.318288,1.65847,2.17,39.50015184668142,val,0.0,site_radio,0.499239,0.497908,0.443096,0.445757,45.22,0.91,90.75,91.29,258.0,ANFR_2947205.jpg,annotation_faible
321,2947434,49.91423,2.925164,27.220000000000013,13.746836805427018,train,0.0,site_radio,0.490451,0.473764,0.245571,0.278944,23.19,11.44,50.29,57.13,259.0,ANFR_2947434.jpg,annotation_faible
323,2957310,49.939459,2.852517,24.960000000000008,0.5982225764192057,train,0.0,site_radio,0.491244,0.475943,0.111167,0.141769,9.59,10.49,22.77,29.03,260.0,ANFR_2957310.jpg,annotation_faible
324,2965202,50.148858,2.35922,5.199999999999989,5.157054783079063,val,0.0,site_radio,0.498176,0.494988,0.112799,0.119175,11.18,2.18,23.1,24.41,261.0,ANFR_2965202.jpg,annotation_faible
325,2967596,50.184495,1.622202,15.270000000000003,33.10817886758293,train,0.0,site_radio,0.494643,0.485282,0.402922,0.421644,40.16,6.42,82.52,86.35,40.0,ANFR_2967596.jpg,annotation_faible
327,2975378,49.99358,2.96991,2.230000000000004,13.752899811900928,val,0.0,site_radio,0.499218,0.497851,0.191759,0.194493,19.48,0.94,39.27,39.83,263.0,ANFR_2975378.jpg,annotation_faible
328,2981176,50.097736,1.852938,27.290000000000006,12.396268160686851,train,0.0,site_radio,0.490426,0.473697,0.232568,0.266027,21.85,11.47,47.63,54.48,264.0,ANFR_2981176.jpg,annotation_faible
329,2986195,49.712269,2.389719,14.560000000000002,5.234853826192568,train,0.0,site_radio,0.494892,0.485967,0.129267,0.147118,12.19,6.12,26.47,30.13,265.0,ANFR_2986195.jpg,annotation_faible
330,2987261,49.767119,2.04465,8.660000000000025,27.7063319895179,val,0.0,site_radio,0.496962,0.491653,0.338814,0.349431,34.07,3.64,69.39,71.56,266.0,ANFR_2987261.jpg,annotation_faible
332,2990221,50.228678,1.612369,10.489999999999998,15.62419050258046,train,0.0,site_radio,0.49632,0.489889,0.223895,0.236756,22.17,4.41,45.85,48.49,267.0,ANFR_2990221.jpg,annotation_faible
334,2998642,49.731268,2.873444,2.5900000000000034,18.42474253527736,train,0.0,site_radio,0.499091,0.497504,0.237987,0.241162,24.18,1.09,48.74,49.39,268.0,ANFR_2998642.jpg,annotation_faible
335,3004897,49.793122,2.392803,36.06,0.8399473374262749,train,0.0,site_radio,0.48735,0.465244,0.142995,0.187207,12.05,15.15,29.29,38.34,269.0,ANFR_3004897.jpg,annotation_faible
336,3005935,50.101503,2.046064,2.8700000000000045,18.472809118531217,train,0.0,site_radio,0.498993,0.497234,0.238926,0.242445,24.26,1.21,48.93,49.65,270.0,ANFR_3005935.jpg,annotation_faible
337,3007120,49.9561,1.779195,15.900000000000006,6.284076344264636,train,0.0,site_radio,0.494422,0.484675,0.142641,0.162135,13.46,6.68,29.21,33.21,271.0,ANFR_3007120.jpg,annotation_faible
